arrival,departure,time
Sta118,Sta12,2460
Sta100,Sta63,1620
Sta5,Sta42,2940
Sta123,Sta108,1020
Sta35,Sta9,1800
Sta91,Sta98,1560
Sta41,Sta121,4920
Sta118,Sta129,1500
Sta131,Sta69,1320
Sta118,Sta3,1260
Sta95,Sta69,1200
Sta110,Sta134,12900
Sta17,Sta27,3180
Sta9,Sta28,1800
Sta137,Sta114,1620
Sta112,Sta89,4080
Sta3,Sta49,3600
Sta66,Sta138,1020
Sta146,Sta127,1740
Sta155,Sta69,4620
Sta35,Sta136,3600
Sta37,Sta91,3120
Sta21,Sta1,1620
Sta104,Sta167,4920
Sta35,Sta138,4080
Sta15,Sta117,1800
Sta121,Sta158,2040
Sta70,Sta9,2520
Sta82,Sta163,3300
Sta134,Sta143,4320
Sta128,Sta126,3000
Sta66,Sta3,2280
Sta35,Sta49,6000
Sta8,Sta35,1620
Sta9,Sta139,2880
Sta154,Sta5,1020
Sta37,Sta5,1800
Sta55,Sta84,1140
Sta106,Sta79,2100
Sta121,Sta162,3900
Sta12,Sta127,1800
Sta30,Sta53,1140
Sta81,Sta29,1320
Sta103,Sta114,1260
Sta86,Sta93,1020
Sta65,Sta93,4380
Sta142,Sta95,1140
Sta167,Sta86,1020
Sta129,Sta13,2700
Sta28,Sta114,1800
Sta130,Sta90,2160
Sta80,Sta30,1800
Sta168,Sta93,1500
Sta125,Sta118,1800
Sta167,Sta44,1020
Sta101,Sta126,1380
Sta56,Sta157,1080
Sta18,Sta5,1020
Sta118,Sta121,4020
Sta2,Sta95,1260
Sta87,Sta104,1800
Sta26,Sta136,1200
Sta104,Sta25,4380
Sta134,Sta28,1800
Sta144,Sta15,1440
Sta18,Sta126,1020
Sta151,Sta141,3240
Sta131,Sta136,2100
Sta152,Sta104,6960
Sta39,Sta70,1680
Sta80,Sta81,1800
Sta1,Sta141,2280
Sta9,Sta50,1800
Sta46,Sta98,1320
Sta157,Sta120,2040
Sta129,Sta84,1740
Sta143,Sta27,2580
Sta63,Sta137,1800
Sta127,Sta161,1680
Sta107,Sta157,2640
Sta24,Sta71,1020
Sta22,Sta80,2340
Sta167,Sta23,1200
Sta12,Sta43,4380
Sta82,Sta54,1740
Sta6,Sta94,1020
Sta160,Sta40,10680
Sta39,Sta86,1140
Sta147,Sta141,1020
Sta31,Sta35,1800
Sta120,Sta83,2280
Sta87,Sta30,1800
Sta121,Sta148,6360
Sta75,Sta89,2940
Sta133,Sta14,2040
Sta88,Sta70,2940
Sta51,Sta119,1200
Sta99,Sta98,1800
Sta15,Sta12,2940
Sta132,Sta76,3960
Sta66,Sta136,5400
Sta107,Sta105,2820
Sta112,Sta49,7020
Sta3,Sta42,2880
Sta118,Sta139,3720
Sta151,Sta123,1020
Sta13,Sta132,1620
Sta36,Sta40,2520
Sta95,Sta4,1080
Sta135,Sta40,1020
Sta87,Sta82,2220
Sta84,Sta29,1560
Sta34,Sta9,2820
Sta139,Sta110,3540
Sta148,Sta92,1260
Sta85,Sta54,1800
Sta9,Sta158,1800
Sta127,Sta93,1320
Sta78,Sta5,1020
Sta48,Sta99,5040
Sta133,Sta154,2280
Sta146,Sta3,1020
Sta34,Sta53,1800
Sta39,Sta113,1020
Sta40,Sta121,1800
Sta142,Sta113,1140
Sta135,Sta26,1020
Sta107,Sta124,5460
Sta125,Sta154,5460
Sta115,Sta64,1980
Sta69,Sta98,1380
Sta101,Sta72,1740
Sta161,Sta15,2340
Sta10,Sta37,1020
Sta142,Sta118,1620
Sta121,Sta130,5280
Sta137,Sta127,3360
Sta84,Sta85,1020
Sta41,Sta131,1680
Sta148,Sta125,5580
Sta41,Sta2,2760
Sta79,Sta56,1560
Sta1,Sta123,1020
Sta37,Sta55,1140
Sta64,Sta41,1800
Sta134,Sta15,1020
Sta95,Sta159,1620
Sta131,Sta135,1020
Sta123,Sta79,1020
Sta63,Sta52,2220
Sta21,Sta134,3060
Sta75,Sta31,2580
Sta9,Sta42,3480
Sta131,Sta155,1800
Sta52,Sta30,2460
Sta76,Sta88,5100
Sta104,Sta42,10260
Sta12,Sta146,1800
Sta5,Sta46,1020
Sta156,Sta83,3360
Sta162,Sta16,1140
Sta107,Sta117,3420
Sta91,Sta89,3240
Sta98,Sta45,3300
Sta27,Sta87,4740
Sta50,Sta81,3180
Sta25,Sta113,2880
Sta125,Sta54,4380
Sta134,Sta150,3060
Sta89,Sta45,2640
Sta67,Sta14,1800
Sta16,Sta137,1320
Sta109,Sta88,1020
Sta61,Sta110,4020
Sta115,Sta155,3420
Sta31,Sta5,1920
Sta85,Sta56,1380
Sta21,Sta56,2280
Sta56,Sta25,1740
Sta135,Sta96,1800
Sta35,Sta15,2280
Sta95,Sta87,1800
Sta9,Sta22,1800
Sta142,Sta70,2280
Sta66,Sta98,1860
Sta50,Sta91,2280
Sta59,Sta26,1020
Sta94,Sta108,4200
Sta9,Sta49,3540
Sta29,Sta119,2220
Sta110,Sta76,2880
Sta104,Sta131,1800
Sta130,Sta14,2640
Sta42,Sta6,1680
Sta94,Sta41,3780
Sta61,Sta87,5580
Sta32,Sta23,2400
Sta115,Sta152,2040
Sta93,Sta120,1140
Sta96,Sta32,3480
Sta130,Sta44,3180
Sta66,Sta91,1860
Sta66,Sta83,2520
Sta88,Sta80,5400
Sta73,Sta156,3120
Sta163,Sta6,5100
Sta136,Sta164,1800
Sta53,Sta122,3360
Sta129,Sta24,3300
Sta2,Sta104,6060
Sta81,Sta83,1020
Sta140,Sta54,1680
Sta47,Sta84,1800
Sta44,Sta52,4200
Sta69,Sta59,1260
Sta135,Sta118,1140
Sta33,Sta126,3120
Sta44,Sta161,3720
Sta66,Sta76,2820
Sta126,Sta145,2280
Sta25,Sta46,1020
Sta88,Sta83,3720
Sta130,Sta138,1860
Sta67,Sta84,2100
Sta115,Sta14,2940
Sta142,Sta151,3540
Sta151,Sta34,2640
Sta137,Sta35,3060
Sta93,Sta137,2100
Sta146,Sta60,2040
Sta89,Sta11,1800
Sta23,Sta161,2580
Sta14,Sta90,3060
Sta88,Sta104,10860
Sta160,Sta102,1020
Sta86,Sta168,1020
Sta129,Sta85,2160
Sta35,Sta145,1560
Sta70,Sta3,2100
Sta12,Sta62,4260
Sta143,Sta50,1020
Sta99,Sta166,1080
Sta109,Sta131,2280
Sta13,Sta41,3300
Sta76,Sta35,5040
Sta114,Sta37,1500
Sta123,Sta67,1380
Sta56,Sta83,1740
Sta69,Sta130,1800
Sta141,Sta79,2280
Sta92,Sta15,1020
Sta111,Sta63,2220
Sta126,Sta147,2280
Sta60,Sta118,2520
Sta168,Sta103,1080
Sta54,Sta3,1800
Sta94,Sta75,1020
Sta23,Sta168,1140
Sta136,Sta41,3180
Sta75,Sta152,1020
Sta90,Sta87,2280
Sta85,Sta17,1200
Sta55,Sta155,4620
Sta9,Sta71,2700
Sta15,Sta53,2040
Sta144,Sta161,1260
Sta131,Sta111,2040
Sta69,Sta114,1020
Sta76,Sta139,1020
Sta141,Sta33,1800
Sta130,Sta67,1800
Sta61,Sta23,3480
Sta87,Sta168,1800
Sta5,Sta93,13560
Sta162,Sta85,1080
Sta65,Sta86,4020
Sta101,Sta69,1020
Sta136,Sta94,3720
Sta143,Sta141,4380
Sta47,Sta156,11040
Sta80,Sta27,1920
Sta146,Sta122,1800
Sta28,Sta100,3780
Sta132,Sta162,1560
Sta113,Sta98,1800
Sta7,Sta50,6540
Sta92,Sta65,4380
Sta3,Sta90,1440
Sta39,Sta30,1620
Sta40,Sta78,1020
Sta136,Sta147,3420
Sta121,Sta13,1800
Sta131,Sta95,1020
Sta141,Sta12,1800
Sta68,Sta52,1020
Sta88,Sta40,2280
Sta98,Sta79,1020
Sta48,Sta135,2700
Sta131,Sta167,1020
Sta23,Sta27,1800
Sta23,Sta10,1140
Sta132,Sta130,17160
Sta134,Sta57,4020
Sta99,Sta132,3360
Sta149,Sta83,2100
Sta83,Sta18,1020
Sta14,Sta148,1020
Sta56,Sta26,1020
Sta4,Sta130,2880
Sta105,Sta57,1020
Sta18,Sta46,1620
Sta167,Sta53,1980
Sta121,Sta63,4260
Sta133,Sta1,1380
Sta75,Sta140,1260
Sta87,Sta44,1140
Sta23,Sta130,2160
Sta151,Sta74,1800
Sta23,Sta85,1380
Sta37,Sta120,2940
Sta146,Sta99,1800
Sta84,Sta32,1980
Sta111,Sta36,1020
Sta149,Sta142,4980
Sta12,Sta144,1380
Sta31,Sta111,1380
Sta80,Sta3,2460
Sta100,Sta31,1320
Sta166,Sta12,5040
Sta114,Sta131,1020
Sta61,Sta56,3360
Sta121,Sta72,3900
Sta11,Sta158,2160
Sta156,Sta25,3180
Sta28,Sta55,2160
Sta42,Sta56,2700
Sta32,Sta15,1320
Sta100,Sta96,2220
Sta160,Sta157,1800
Sta33,Sta142,1560
Sta26,Sta58,1860
Sta141,Sta153,2040
Sta68,Sta158,3840
Sta75,Sta166,2520
Sta147,Sta40,1800
Sta127,Sta153,4980
Sta99,Sta108,4080
Sta65,Sta40,1800
Sta32,Sta88,3300
Sta1,Sta22,1320
Sta141,Sta87,1680
Sta42,Sta30,1800
Sta167,Sta90,1020
Sta1,Sta155,1800
Sta105,Sta122,5760
Sta168,Sta39,1440
Sta146,Sta120,1020
Sta76,Sta98,1800
Sta32,Sta143,2400
Sta22,Sta121,5220
Sta104,Sta144,3600
Sta154,Sta79,1320
Sta167,Sta118,1260
Sta108,Sta146,1800
Sta98,Sta51,1800
Sta129,Sta167,1800
Sta99,Sta41,4200
Sta12,Sta107,2460
Sta156,Sta119,1020
Sta64,Sta74,1320
Sta141,Sta99,3840
Sta119,Sta39,3120
Sta2,Sta129,2340
Sta28,Sta30,4260
Sta158,Sta21,3480
Sta124,Sta67,4080
Sta83,Sta162,1740
Sta23,Sta157,1080
Sta111,Sta75,1020
Sta81,Sta17,1800
Sta160,Sta118,3180
Sta54,Sta50,3420
Sta46,Sta29,1140
Sta100,Sta19,1440
Sta155,Sta88,1800
Sta68,Sta85,3420
Sta160,Sta76,5520
Sta32,Sta107,2460
Sta29,Sta122,2400
Sta146,Sta87,3660
Sta101,Sta23,1020
Sta165,Sta108,3360
Sta87,Sta81,1800
Sta60,Sta41,1020
Sta29,Sta158,1800
Sta119,Sta127,10620
Sta152,Sta161,4620
Sta112,Sta134,1800
Sta78,Sta47,1020
Sta112,Sta20,4080
Sta35,Sta104,6540
Sta65,Sta78,3720
Sta16,Sta118,1020
Sta162,Sta17,1020
Sta124,Sta76,5880
Sta22,Sta104,4440
Sta69,Sta136,1380
Sta89,Sta4,2340
Sta50,Sta118,2880
Sta67,Sta50,1740
Sta78,Sta107,1200
Sta74,Sta32,4020
Sta38,Sta122,3960
Sta38,Sta117,3060
Sta27,Sta83,1260
Sta136,Sta25,3180
Sta67,Sta116,1080
Sta1,Sta41,1080
Sta54,Sta135,1200
Sta69,Sta144,1800
Sta145,Sta84,1320
Sta127,Sta114,1860
Sta29,Sta74,1800
Sta23,Sta43,1200
Sta40,Sta91,2160
Sta28,Sta127,4740
Sta8,Sta9,5580
Sta167,Sta54,1740
Sta72,Sta31,1500
Sta13,Sta88,3240
Sta155,Sta75,1800
Sta39,Sta99,3300
Sta5,Sta161,1500
Sta162,Sta135,1020
Sta30,Sta36,3600
Sta148,Sta168,2820
Sta167,Sta34,3420
Sta25,Sta27,2220
Sta50,Sta55,4140
Sta137,Sta95,1500
Sta27,Sta118,1800
Sta156,Sta42,1800
Sta89,Sta62,1800
Sta8,Sta145,1380
Sta94,Sta115,2760
Sta137,Sta141,1800
Sta36,Sta67,1800
Sta45,Sta137,3000
Sta32,Sta28,5220
Sta48,Sta52,420
Sta19,Sta66,4740
Sta148,Sta156,3180
Sta142,Sta90,1320
Sta29,Sta25,1980
Sta25,Sta141,2280
Sta45,Sta46,2700
Sta123,Sta44,1800
Sta152,Sta82,1020
Sta31,Sta162,1080
Sta122,Sta69,1800
Sta139,Sta79,2340
Sta130,Sta84,2040
Sta8,Sta30,4620
Sta49,Sta12,4440
Sta65,Sta67,3540
Sta83,Sta163,1380
Sta100,Sta97,2940
Sta28,Sta83,1800
Sta99,Sta160,3480
Sta96,Sta115,1560
Sta22,Sta31,3120
Sta26,Sta16,1020
Sta144,Sta47,1020
Sta156,Sta39,3480
Sta118,Sta98,1020
Sta82,Sta48,3900
Sta142,Sta52,4020
Sta41,Sta21,1020
Sta141,Sta107,1800
Sta8,Sta125,2340
Sta99,Sta57,5880
Sta1,Sta57,2520
Sta21,Sta65,4560
Sta118,Sta21,2100
Sta70,Sta16,1200
Sta117,Sta87,1020
Sta101,Sta84,1020
Sta42,Sta140,3720
Sta39,Sta61,3360
Sta108,Sta120,2100
Sta31,Sta135,1140
Sta23,Sta120,1800
Sta72,Sta115,1020
Sta98,Sta132,1980
Sta95,Sta156,3420
Sta56,Sta29,1020
Sta53,Sta85,2220
Sta120,Sta3,1020
Sta138,Sta70,2580
Sta52,Sta65,4260
Sta41,Sta34,1800
Sta129,Sta105,3540
Sta100,Sta122,2640
Sta120,Sta150,2640
Sta23,Sta22,2100
Sta136,Sta16,1680
Sta133,Sta47,1620
Sta30,Sta145,3180
Sta89,Sta155,1800
Sta20,Sta86,1200
Sta2,Sta118,1560
Sta39,Sta76,3000
Sta137,Sta39,1740
Sta90,Sta131,1080
Sta13,Sta89,1620
Sta14,Sta2,3600
Sta108,Sta121,4800
Sta15,Sta30,1860
Sta136,Sta138,3960
Sta114,Sta101,1440
Sta142,Sta3,2160
Sta139,Sta129,1800
Sta9,Sta80,2100
Sta79,Sta87,4020
Sta154,Sta162,1800
Sta63,Sta13,1980
Sta87,Sta136,3540
Sta56,Sta81,1800
Sta104,Sta67,1800
Sta114,Sta7,1800
Sta4,Sta31,1860
Sta163,Sta123,1020
Sta63,Sta166,3360
Sta79,Sta104,18300
Sta121,Sta81,1800
Sta68,Sta41,2880
Sta87,Sta161,4800
Sta40,Sta119,2640
Sta118,Sta140,1260
Sta26,Sta9,2340
Sta85,Sta4,1020
Sta151,Sta50,2940
Sta141,Sta109,1500
Sta147,Sta104,6180
Sta161,Sta130,2580
Sta71,Sta163,2520
Sta97,Sta51,3960
Sta28,Sta70,1800
Sta5,Sta13,2040
Sta95,Sta125,3120
Sta98,Sta85,1800
Sta125,Sta30,1800
Sta119,Sta47,2580
Sta115,Sta21,1860
Sta151,Sta135,2940
Sta114,Sta84,1020
Sta82,Sta108,1800
Sta11,Sta126,3900
Sta80,Sta163,2040
Sta74,Sta156,5160
Sta47,Sta92,1680
Sta167,Sta70,2100
Sta142,Sta11,2340
Sta50,Sta89,1800
Sta18,Sta134,2340
Sta168,Sta28,3900
Sta131,Sta154,1920
Sta127,Sta82,3660
Sta134,Sta132,1920
Sta146,Sta41,1140
Sta146,Sta128,3840
Sta63,Sta156,3180
Sta81,Sta67,1620
Sta91,Sta69,2820
Sta117,Sta135,1260
Sta12,Sta82,3840
Sta86,Sta154,1860
Sta92,Sta54,2340
Sta87,Sta123,1800
Sta110,Sta119,3960
Sta63,Sta50,1800
Sta29,Sta39,1020
Sta91,Sta115,1860
Sta17,Sta7,1800
Sta160,Sta14,4920
Sta76,Sta18,1680
Sta82,Sta72,2580
Sta82,Sta13,1020
Sta12,Sta21,1080
Sta81,Sta49,3180
Sta151,Sta52,420
Sta100,Sta156,3600
Sta48,Sta104,1800
Sta145,Sta2,1080
Sta2,Sta1,2700
Sta40,Sta137,1560
Sta142,Sta160,2220
Sta130,Sta17,2580
Sta42,Sta136,3360
Sta142,Sta55,1800
Sta44,Sta94,1620
Sta161,Sta21,1800
Sta55,Sta5,1620
Sta39,Sta134,1020
Sta40,Sta59,1380
Sta31,Sta55,1080
Sta3,Sta72,1080
Sta112,Sta5,3900
Sta34,Sta46,2880
Sta60,Sta23,2940
Sta15,Sta160,2700
Sta159,Sta146,1680
Sta22,Sta59,3300
Sta82,Sta15,2040
Sta45,Sta140,1320
Sta168,Sta83,2820
Sta109,Sta11,1080
Sta81,Sta36,3900
Sta95,Sta124,3660
Sta74,Sta135,3840
Sta64,Sta155,3600
Sta42,Sta15,2220
Sta135,Sta21,2700
Sta114,Sta6,2580
Sta31,Sta53,2520
Sta48,Sta68,1080
Sta156,Sta52,1920
Sta5,Sta76,1860
Sta130,Sta94,4020
Sta1,Sta147,3300
Sta23,Sta9,1800
Sta168,Sta142,1140
Sta132,Sta72,2160
Sta31,Sta120,2820
Sta47,Sta113,1800
Sta143,Sta95,3600
Sta130,Sta99,1800
Sta12,Sta64,2700
Sta86,Sta136,2280
Sta15,Sta44,1680
Sta100,Sta34,3240
Sta134,Sta78,10680
Sta142,Sta25,2340
Sta135,Sta120,2160
Sta15,Sta1,1020
Sta123,Sta146,1800
Sta72,Sta155,1800
Sta20,Sta113,1680
Sta82,Sta99,1800
Sta48,Sta103,4440
Sta15,Sta130,1260
Sta73,Sta37,1800
Sta18,Sta79,1080
Sta95,Sta72,1020
Sta23,Sta148,1800
Sta107,Sta41,1620
Sta168,Sta90,1080
Sta13,Sta40,1500
Sta99,Sta35,5400
Sta105,Sta51,1020
Sta138,Sta79,1500
Sta139,Sta67,2940
Sta5,Sta15,1260
Sta157,Sta103,1440
Sta124,Sta131,3540
Sta139,Sta74,4200
Sta103,Sta2,1020
Sta148,Sta146,2040
Sta91,Sta73,1020
Sta49,Sta42,5820
Sta110,Sta18,1860
Sta131,Sta53,1380
Sta111,Sta89,1800
Sta57,Sta83,2100
Sta53,Sta18,1020
Sta72,Sta98,1740
Sta67,Sta132,2580
Sta98,Sta57,1980
Sta134,Sta27,2880
Sta112,Sta56,3480
Sta97,Sta128,1020
Sta110,Sta41,2640
Sta35,Sta93,1800
Sta104,Sta160,11040
Sta135,Sta39,1020
Sta12,Sta5,1560
Sta76,Sta104,4740
Sta21,Sta129,1740
Sta104,Sta11,8220
Sta79,Sta76,1620
Sta33,Sta156,6420
Sta79,Sta162,1140
Sta6,Sta115,3240
Sta125,Sta114,3660
Sta129,Sta157,1620
Sta122,Sta30,1800
Sta135,Sta133,2520
Sta146,Sta130,10080
Sta7,Sta28,4020
Sta67,Sta128,2880
Sta165,Sta136,2580
Sta29,Sta66,1980
Sta75,Sta118,2160
Sta78,Sta49,3360
Sta44,Sta91,3060
Sta7,Sta160,1380
Sta114,Sta135,1020
Sta86,Sta28,3780
Sta131,Sta77,2280
Sta25,Sta60,1680
Sta47,Sta117,3180
Sta94,Sta72,2700
Sta65,Sta121,7680
Sta159,Sta154,1020
Sta100,Sta89,10620
Sta131,Sta17,1500
Sta162,Sta75,2520
Sta149,Sta100,4260
Sta149,Sta144,2880
Sta168,Sta46,1020
Sta167,Sta56,1380
Sta23,Sta158,1920
Sta127,Sta29,1200
Sta125,Sta74,6600
Sta46,Sta131,1260
Sta128,Sta15,3600
Sta31,Sta15,1320
Sta5,Sta70,1800
Sta50,Sta126,2520
Sta69,Sta111,1200
Sta122,Sta25,3300
Sta154,Sta135,2460
Sta14,Sta140,4380
Sta67,Sta148,1500
Sta87,Sta137,3060
Sta104,Sta97,1920
Sta159,Sta56,1500
Sta48,Sta125,14580
Sta63,Sta151,1800
Sta88,Sta152,1860
Sta25,Sta23,1860
Sta81,Sta70,1800
Sta106,Sta41,3060
Sta138,Sta118,1620
Sta96,Sta27,3600
Sta95,Sta47,1800
Sta37,Sta124,3300
Sta27,Sta40,1980
Sta70,Sta77,1020
Sta134,Sta13,2160
Sta4,Sta120,3060
Sta82,Sta121,3600
Sta46,Sta85,1320
Sta120,Sta167,2580
Sta76,Sta84,4080
Sta14,Sta125,6300
Sta51,Sta127,2220
Sta20,Sta140,1020
Sta39,Sta63,1440
Sta112,Sta161,4920
Sta87,Sta49,6360
Sta74,Sta9,3300
Sta122,Sta135,2520
Sta12,Sta142,3600
Sta83,Sta34,1380
Sta110,Sta150,1020
Sta136,Sta79,4560
Sta2,Sta84,1080
Sta156,Sta132,4500
Sta134,Sta52,3240
Sta31,Sta37,1140
Sta131,Sta78,1260
Sta99,Sta101,2880
Sta90,Sta101,1020
Sta72,Sta78,2040
Sta146,Sta136,3360
Sta161,Sta14,2400
Sta162,Sta66,2520
Sta64,Sta156,3720
Sta56,Sta55,1020
Sta12,Sta37,3600
Sta23,Sta35,2640
Sta40,Sta8,3360
Sta66,Sta121,6060
Sta22,Sta122,3780
Sta7,Sta142,2340
Sta60,Sta85,3060
Sta32,Sta140,3480
Sta33,Sta3,4380
Sta162,Sta104,4560
Sta55,Sta156,3960
Sta91,Sta49,4980
Sta5,Sta147,2760
Sta132,Sta116,3060
Sta84,Sta86,1020
Sta35,Sta47,3540
Sta97,Sta53,2280
Sta9,Sta93,1860
Sta34,Sta29,1800
Sta100,Sta93,1260
Sta164,Sta152,1320
Sta87,Sta18,4260
Sta159,Sta87,3780
Sta43,Sta118,1620
Sta95,Sta44,1500
Sta5,Sta95,1560
Sta102,Sta121,2820
Sta122,Sta76,4800
Sta32,Sta134,1800
Sta163,Sta51,1800
Sta158,Sta157,1800
Sta23,Sta124,2520
Sta78,Sta163,1440
Sta125,Sta160,2040
Sta168,Sta99,3540
Sta65,Sta135,4560
Sta55,Sta129,2280
Sta138,Sta15,1620
Sta161,Sta135,1800
Sta143,Sta156,1020
Sta167,Sta14,3240
Sta140,Sta17,1320
Sta143,Sta12,1140
Sta14,Sta15,1800
Sta160,Sta114,1800
Sta76,Sta109,5520
Sta87,Sta156,5820
Sta167,Sta134,1020
Sta156,Sta35,13200
Sta90,Sta40,1080
Sta37,Sta40,1500
Sta10,Sta89,2040
Sta151,Sta5,1500
Sta136,Sta22,3660
Sta135,Sta46,1140
Sta25,Sta106,3000
Sta155,Sta101,5340
Sta131,Sta1,1260
Sta37,Sta71,5760
Sta70,Sta84,1140
Sta65,Sta100,4380
Sta32,Sta42,3540
Sta40,Sta79,1020
Sta47,Sta149,1800
Sta136,Sta32,3360
Sta31,Sta118,1020
Sta83,Sta82,3420
Sta55,Sta67,1800
Sta154,Sta110,1020
Sta100,Sta87,1800
Sta166,Sta82,1860
Sta138,Sta131,1620
Sta57,Sta155,1200
Sta32,Sta118,2040
Sta100,Sta110,2940
Sta161,Sta12,1260
Sta61,Sta88,5220
Sta120,Sta32,1620
Sta138,Sta76,2940
Sta89,Sta133,2340
Sta78,Sta87,3900
Sta167,Sta52,3240
Sta72,Sta46,1020
Sta146,Sta78,2280
Sta127,Sta106,2220
Sta144,Sta65,3420
Sta168,Sta17,1260
Sta31,Sta91,2820
Sta56,Sta41,1980
Sta70,Sta145,3000
Sta112,Sta167,2160
Sta65,Sta29,3480
Sta46,Sta151,2700
Sta41,Sta104,1800
Sta158,Sta15,1500
Sta27,Sta48,180
Sta162,Sta22,1860
Sta66,Sta155,1080
Sta64,Sta150,180
Sta167,Sta144,1620
Sta88,Sta95,1920
Sta27,Sta52,1020
Sta121,Sta8,1800
Sta56,Sta161,2700
Sta46,Sta61,3000
Sta151,Sta86,2580
Sta136,Sta120,1800
Sta66,Sta63,2400
Sta110,Sta83,1080
Sta75,Sta146,3960
Sta19,Sta82,4920
Sta3,Sta100,1560
Sta125,Sta143,7020
Sta17,Sta141,1440
Sta112,Sta104,10020
Sta30,Sta163,1380
Sta113,Sta108,2340
Sta110,Sta40,2520
Sta151,Sta100,2640
Sta120,Sta44,3240
Sta142,Sta155,4740
Sta55,Sta87,2760
Sta2,Sta11,3300
Sta159,Sta52,1620
Sta91,Sta14,1020
Sta73,Sta41,1080
Sta109,Sta64,4560
Sta107,Sta139,2520
Sta95,Sta91,1680
Sta42,Sta85,2340
Sta103,Sta62,1920
Sta100,Sta13,1980
Sta89,Sta43,1800
Sta165,Sta162,2280
Sta98,Sta166,3300
Sta81,Sta86,2040
Sta17,Sta158,2040
Sta146,Sta80,2760
Sta148,Sta94,4980
Sta28,Sta12,5220
Sta99,Sta2,4260
Sta70,Sta140,1200
Sta134,Sta151,1800
Sta142,Sta104,10260
Sta46,Sta94,2760
Sta153,Sta113,2460
Sta95,Sta66,2880
Sta2,Sta94,1320
Sta12,Sta159,1860
Sta134,Sta166,3060
Sta54,Sta72,1560
Sta78,Sta155,3480
Sta158,Sta160,10200
Sta158,Sta110,4080
Sta65,Sta15,4260
Sta131,Sta127,1800
Sta53,Sta114,1800
Sta4,Sta93,1800
Sta114,Sta47,1680
Sta129,Sta141,1800
Sta68,Sta114,3000
Sta27,Sta128,3000
Sta42,Sta160,1380
Sta130,Sta70,2640
Sta93,Sta106,1800
Sta74,Sta141,4500
Sta156,Sta86,3480
Sta85,Sta55,1800
Sta112,Sta160,1620
Sta114,Sta123,1920
Sta136,Sta15,1800
Sta114,Sta96,1800
Sta125,Sta103,2520
Sta49,Sta88,6180
Sta56,Sta87,3000
Sta49,Sta161,4440
Sta89,Sta165,1800
Sta67,Sta62,3120
Sta22,Sta51,2340
Sta121,Sta88,1800
Sta89,Sta156,3720
Sta137,Sta118,1260
Sta17,Sta117,2160
Sta25,Sta41,1080
Sta146,Sta52,3420
Sta79,Sta151,1320
Sta99,Sta49,6900
Sta121,Sta105,7740
Sta34,Sta98,2280
Sta74,Sta100,3720
Sta69,Sta22,2580
Sta55,Sta41,2400
Sta29,Sta70,1440
Sta47,Sta155,1800
Sta144,Sta118,1080
Sta41,Sta3,1080
Sta17,Sta112,1800
Sta23,Sta3,1560
Sta147,Sta81,3720
Sta97,Sta81,1860
Sta26,Sta73,3060
Sta111,Sta108,1800
Sta61,Sta128,4980
Sta34,Sta18,2220
Sta150,Sta127,1260
Sta11,Sta44,2100
Sta107,Sta75,4140
Sta100,Sta84,10440
Sta128,Sta83,1740
Sta49,Sta68,3840
Sta39,Sta114,1200
Sta42,Sta152,2760
Sta68,Sta157,3180
Sta135,Sta153,2760
Sta27,Sta130,2940
Sta143,Sta66,1020
Sta139,Sta100,3660
Sta54,Sta131,1140
Sta44,Sta84,1560
Sta93,Sta142,1740
Sta161,Sta58,5340
Sta47,Sta90,1920
Sta158,Sta104,5820
Sta22,Sta99,4440
Sta84,Sta127,1800
Sta118,Sta9,1620
Sta44,Sta25,1800
Sta32,Sta130,1500
Sta72,Sta138,1380
Sta126,Sta94,1800
Sta87,Sta3,3120
Sta149,Sta120,4320
Sta9,Sta11,1800
Sta48,Sta31,3120
Sta84,Sta153,3660
Sta86,Sta123,1740
Sta75,Sta13,1080
Sta123,Sta27,1020
Sta122,Sta129,1800
Sta110,Sta15,2820
Sta7,Sta130,4020
Sta112,Sta85,2280
Sta129,Sta39,1500
Sta84,Sta41,1740
Sta59,Sta126,1680
Sta65,Sta134,4860
Sta68,Sta82,4500
Sta23,Sta142,1680
Sta62,Sta135,1380
Sta125,Sta157,1800
Sta113,Sta69,2040
Sta83,Sta20,2160
Sta36,Sta22,3900
Sta106,Sta163,2940
Sta113,Sta146,2580
Sta62,Sta93,2040
Sta82,Sta112,3480
Sta129,Sta112,4560
Sta122,Sta143,5580
Sta155,Sta68,1620
Sta142,Sta69,2040
Sta87,Sta29,3120
Sta43,Sta126,2460
Sta81,Sta95,1800
Sta30,Sta136,1800
Sta127,Sta39,2100
Sta87,Sta133,4560
Sta111,Sta56,1020
Sta13,Sta61,4200
Sta12,Sta123,2520
Sta108,Sta105,2640
Sta90,Sta129,1860
Sta142,Sta120,3060
Sta144,Sta98,1140
Sta143,Sta76,1800
Sta107,Sta15,1860
Sta159,Sta22,1320
Sta52,Sta139,1020
Sta151,Sta130,3120
Sta160,Sta146,3660
Sta158,Sta118,1980
Sta133,Sta115,1740
Sta64,Sta86,2100
Sta159,Sta74,2340
Sta146,Sta74,1800
Sta164,Sta137,2400
Sta113,Sta121,1800
Sta156,Sta96,5280
Sta57,Sta24,1200
Sta22,Sta49,3840
Sta146,Sta35,4200
Sta142,Sta144,2220
Sta124,Sta109,6120
Sta81,Sta3,2160
Sta67,Sta168,2100
Sta105,Sta71,1020
