arrival,Stain,distin,departure,Staout,distout,time
Sta81,2号线,Dist2,Sta86,11号线,Dist8,34
Sta17,12号线,Dist8,Sta158,3号线,Dist5,34
Sta158,3号线,Dist5,Sta160,10号线,Dist5,34
Sta113,3号线,Dist5,Sta69,5号线,Dist5,34
Sta62,4号线,Dist8,Sta93,12号线,Dist6,34
Sta142,3号线,Dist5,Sta69,5号线,Dist5,34
Sta83,1号线,Dist2,Sta135,10号线,Dist5,34
Sta23,11号线,Dist5,Sta107,1号线,Dist2,34
Sta92,12号线,Dist6,Sta141,3号线,Dist5,34
Sta81,2号线,Dist2,Sta114,10号线,Dist5,34
Sta136,12号线,Dist3,Sta114,10号线,Dist5,34
Sta83,1号线,Dist2,Sta93,12号线,Dist6,34
Sta21,3号线,Dist7,Sta53,2号线,Dist1,34
Sta30,3号线,Dist6,Sta97,1号线,Dist3,34
Sta78,2号线,Dist1,Sta161,3号线,Dist7,34
Sta131,3号线,Dist5,Sta146,11号线,Dist6,34
Sta161,3号线,Dist7,Sta108,1号线,Dist1,34
Sta85,10号线,Dist5,Sta92,12号线,Dist6,34
Sta54,5号线,Dist5,Sta1,1号线,Dist1,34
Sta78,2号线,Dist1,Sta31,12号线,Dist8,34
Sta111,11号线,Dist5,Sta160,10号线,Dist5,34
Sta39,3号线,Dist5,Sta25,11号线,Dist6,34
Sta85,10号线,Dist5,Sta25,11号线,Dist6,34
Sta55,11号线,Dist5,Sta18,2号线,Dist1,34
Sta90,12号线,Dist5,Sta145,10号线,Dist5,34
Sta141,3号线,Dist5,Sta145,10号线,Dist5,34
Sta3,11号线,Dist6,Sta17,12号线,Dist8,34
Sta140,11号线,Dist5,Sta135,10号线,Dist5,34
Sta160,10号线,Dist5,Sta44,3号线,Dist5,34
Sta93,12号线,Dist6,Sta78,2号线,Dist1,34
Sta15,11号线,Dist8,Sta123,2号线,Dist2,34
Sta144,3号线,Dist6,Sta151,2号线,Dist2,34
Sta154,1号线,Dist3,Sta3,11号线,Dist6,34
Sta144,3号线,Dist6,Sta70,11号线,Dist5,34
Sta92,12号线,Dist6,Sta2,10号线,Dist5,34
Sta131,3号线,Dist5,Sta140,11号线,Dist5,34
Sta31,12号线,Dist8,Sta77,11号线,Dist10,34
Sta111,11号线,Dist5,Sta37,5号线,Dist5,34
Sta37,5号线,Dist5,Sta72,12号线,Dist6,34
Sta54,5号线,Dist5,Sta62,4号线,Dist8,34
Sta15,11号线,Dist8,Sta88,10号线,Dist5,34
Sta93,12号线,Dist6,Sta158,3号线,Dist5,34
Sta42,3号线,Dist5,Sta75,10号线,Dist5,34
Sta46,11号线,Dist8,Sta103,10号线,Dist5,34
Sta20,11号线,Dist5,Sta4,10号线,Dist5,34
Sta91,12号线,Dist6,Sta84,4号线,Dist5,34
Sta13,11号线,Dist5,Sta96,5号线,Dist5,34
Sta150,1号线,Dist3,Sta48,2号线,Dist2,34
Sta165,4号线,Dist8,Sta69,5号线,Dist5,34
Sta158,3号线,Dist5,Sta56,11号线,Dist5,34
Sta68,2号线,Dist4,Sta154,1号线,Dist3,34
Sta67,3号线,Dist6,Sta69,5号线,Dist5,34
Sta114,10号线,Dist5,Sta77,11号线,Dist10,34
Sta72,12号线,Dist6,Sta13,11号线,Dist5,34
Sta7,10号线,Dist5,Sta125,3号线,Dist5,34
Sta147,3号线,Dist5,Sta134,10号线,Dist5,34
Sta85,10号线,Dist5,Sta41,3号线,Dist6,34
Sta45,11号线,Dist5,Sta88,10号线,Dist5,34
Sta97,1号线,Dist3,Sta78,2号线,Dist1,34
Sta8,10号线,Dist5,Sta122,11号线,Dist10,34
Sta168,10号线,Dist5,Sta13,11号线,Dist5,34
Sta101,12号线,Dist8,Sta19,4号线,Dist8,34
Sta93,12号线,Dist6,Sta12,3号线,Dist7,34
Sta40,3号线,Dist5,Sta145,10号线,Dist5,34
Sta44,3号线,Dist5,Sta85,10号线,Dist5,34
Sta13,11号线,Dist5,Sta95,12号线,Dist5,34
Sta113,3号线,Dist5,Sta56,11号线,Dist5,34
Sta36,11号线,Dist10,Sta26,12号线,Dist5,34
Sta157,10号线,Dist8,Sta111,11号线,Dist5,34
Sta20,11号线,Dist5,Sta2,10号线,Dist5,34
Sta40,3号线,Dist5,Sta140,11号线,Dist5,34
Sta62,4号线,Dist8,Sta69,5号线,Dist5,34
Sta103,10号线,Dist5,Sta42,3号线,Dist5,34
Sta75,10号线,Dist5,Sta77,11号线,Dist10,34
Sta16,5号线,Dist5,Sta168,10号线,Dist5,34
Sta1,1号线,Dist1,Sta84,4号线,Dist5,34
Sta18,2号线,Dist1,Sta167,3号线,Dist5,34
Sta103,10号线,Dist5,Sta131,3号线,Dist5,34
Sta15,11号线,Dist8,Sta22,3号线,Dist6,34
Sta133,3号线,Dist6,Sta163,2号线,Dist1,34
Sta163,2号线,Dist1,Sta86,11号线,Dist8,34
Sta133,3号线,Dist6,Sta53,2号线,Dist1,34
Sta10,5号线,Dist5,Sta162,11号线,Dist5,34
Sta141,3号线,Dist5,Sta89,1号线,Dist3,35
Sta63,11号线,Dist1,Sta101,12号线,Dist8,35
Sta93,12号线,Dist6,Sta55,11号线,Dist5,35
Sta53,2号线,Dist1,Sta146,11号线,Dist6,35
Sta70,11号线,Dist5,Sta67,3号线,Dist6,35
Sta27,2号线,Dist2,Sta97,1号线,Dist3,35
Sta145,10号线,Dist5,Sta118,11号线,Dist5,35
Sta115,11号线,Dist5,Sta12,3号线,Dist7,35
Sta118,11号线,Dist5,Sta44,3号线,Dist5,35
Sta92,12号线,Dist6,Sta142,3号线,Dist5,35
Sta89,1号线,Dist3,Sta86,11号线,Dist8,35
Sta12,3号线,Dist7,Sta72,12号线,Dist6,35
Sta80,1号线,Dist3,Sta115,11号线,Dist5,35
Sta76,2号线,Dist4,Sta1,1号线,Dist1,35
Sta136,12号线,Dist3,Sta100,3号线,Dist5,35
Sta167,3号线,Dist5,Sta165,4号线,Dist8,35
Sta80,1号线,Dist3,Sta53,2号线,Dist1,35
Sta163,2号线,Dist1,Sta130,11号线,Dist6,35
Sta47,2号线,Dist1,Sta74,1号线,Dist3,35
Sta30,3号线,Dist6,Sta26,12号线,Dist5,35
Sta63,11号线,Dist1,Sta132,5号线,Dist5,35
Sta120,11号线,Dist6,Sta40,3号线,Dist5,35
Sta23,11号线,Dist5,Sta138,3号线,Dist6,35
Sta134,10号线,Dist5,Sta79,2号线,Dist1,35
Sta130,11号线,Dist6,Sta133,3号线,Dist6,35
Sta154,1号线,Dist3,Sta146,11号线,Dist6,35
Sta154,1号线,Dist3,Sta25,11号线,Dist6,35
Sta160,10号线,Dist5,Sta11,3号线,Dist5,35
Sta137,12号线,Dist3,Sta157,10号线,Dist8,35
Sta29,3号线,Dist8,Sta110,1号线,Dist3,35
Sta18,2号线,Dist1,Sta17,12号线,Dist8,35
Sta47,2号线,Dist1,Sta55,11号线,Dist5,35
Sta76,2号线,Dist4,Sta61,3号线,Dist7,35
Sta54,5号线,Dist5,Sta41,3号线,Dist6,35
Sta127,2号线,Dist2,Sta100,3号线,Dist5,35
Sta39,3号线,Dist5,Sta16,5号线,Dist5,35
Sta138,3号线,Dist6,Sta64,1号线,Dist3,35
Sta16,5号线,Dist5,Sta72,12号线,Dist6,35
Sta44,3号线,Dist5,Sta6,10号线,Dist5,35
Sta81,2号线,Dist2,Sta39,3号线,Dist5,35
Sta7,10号线,Dist5,Sta44,3号线,Dist5,35
Sta106,1号线,Dist3,Sta79,2号线,Dist1,35
Sta131,3号线,Dist5,Sta136,12号线,Dist3,35
Sta67,3号线,Dist6,Sta84,4号线,Dist5,35
Sta118,11号线,Dist5,Sta21,3号线,Dist7,35
Sta108,1号线,Dist1,Sta120,11号线,Dist6,35
Sta23,11号线,Dist5,Sta22,3号线,Dist6,35
Sta9,2号线,Dist1,Sta80,1号线,Dist3,35
Sta167,3号线,Dist5,Sta70,11号线,Dist5,35
Sta134,10号线,Dist5,Sta78,2号线,Dist1,35
Sta57,2号线,Dist4,Sta83,1号线,Dist2,35
Sta127,2号线,Dist2,Sta39,3号线,Dist5,35
Sta64,1号线,Dist3,Sta86,11号线,Dist8,35
Sta67,3号线,Dist6,Sta168,10号线,Dist5,35
Sta84,4号线,Dist5,Sta35,3号线,Dist5,35
Sta130,11号线,Dist6,Sta29,3号线,Dist8,35
Sta39,3号线,Dist5,Sta154,1号线,Dist3,35
Sta168,10号线,Dist5,Sta132,5号线,Dist5,35
Sta19,4号线,Dist8,Sta13,11号线,Dist5,35
Sta80,1号线,Dist3,Sta48,2号线,Dist2,35
Sta63,11号线,Dist1,Sta62,4号线,Dist8,35
Sta122,11号线,Dist10,Sta101,12号线,Dist8,35
Sta130,11号线,Dist6,Sta83,1号线,Dist2,35
Sta81,2号线,Dist2,Sta41,3号线,Dist6,35
Sta48,2号线,Dist2,Sta30,3号线,Dist6,35
Sta85,10号线,Dist5,Sta35,3号线,Dist5,35
Sta95,12号线,Dist5,Sta133,3号线,Dist6,35
Sta69,5号线,Dist5,Sta3,11号线,Dist6,35
Sta115,11号线,Dist5,Sta62,4号线,Dist8,35
Sta163,2号线,Dist1,Sta69,5号线,Dist5,35
Sta15,11号线,Dist8,Sta148,12号线,Dist2,35
Sta86,11号线,Dist8,Sta145,10号线,Dist5,35
Sta29,3号线,Dist8,Sta52,2号线,Dist4,35
Sta26,12号线,Dist5,Sta25,11号线,Dist6,35
Sta24,2号线,Dist6,Sta119,3号线,Dist7,35
Sta101,12号线,Dist8,Sta10,5号线,Dist5,35
Sta132,5号线,Dist5,Sta167,3号线,Dist5,35
Sta50,3号线,Dist7,Sta92,12号线,Dist6,35
Sta96,5号线,Dist5,Sta95,12号线,Dist5,35
Sta86,11号线,Dist8,Sta150,1号线,Dist3,35
Sta118,11号线,Dist5,Sta117,3号线,Dist5,35
Sta100,3号线,Dist5,Sta111,11号线,Dist5,35
Sta17,12号线,Dist8,Sta58,4号线,Dist8,35
Sta15,11号线,Dist8,Sta103,10号线,Dist5,35
Sta37,5号线,Dist5,Sta144,3号线,Dist6,35
Sta12,3号线,Dist7,Sta60,12号线,Dist2,35
Sta148,12号线,Dist2,Sta133,3号线,Dist6,35
Sta15,11号线,Dist8,Sta154,1号线,Dist3,35
Sta26,12号线,Dist5,Sta117,3号线,Dist5,35
Sta66,3号线,Dist7,Sta24,2号线,Dist6,35
Sta33,3号线,Dist5,Sta4,10号线,Dist5,35
Sta94,10号线,Dist5,Sta11,3号线,Dist5,35
Sta131,3号线,Dist5,Sta150,1号线,Dist3,35
Sta18,2号线,Dist1,Sta3,11号线,Dist6,35
Sta157,10号线,Dist8,Sta165,4号线,Dist8,35
Sta31,12号线,Dist8,Sta165,4号线,Dist8,35
Sta119,3号线,Dist7,Sta3,11号线,Dist6,35
Sta78,2号线,Dist1,Sta92,12号线,Dist6,35
Sta53,2号线,Dist1,Sta70,11号线,Dist5,35
Sta90,12号线,Dist5,Sta1,1号线,Dist1,35
Sta79,2号线,Dist1,Sta69,5号线,Dist5,35
Sta25,11号线,Dist6,Sta90,12号线,Dist5,35
Sta100,3号线,Dist5,Sta165,4号线,Dist8,35
Sta161,3号线,Dist7,Sta51,2号线,Dist7,35
Sta100,3号线,Dist5,Sta18,2号线,Dist1,35
Sta162,11号线,Dist5,Sta133,3号线,Dist6,35
Sta58,4号线,Dist8,Sta168,10号线,Dist5,35
Sta79,2号线,Dist1,Sta93,12号线,Dist6,35
Sta111,11号线,Dist5,Sta87,10号线,Dist8,35
Sta69,5号线,Dist5,Sta36,11号线,Dist10,35
Sta58,4号线,Dist8,Sta95,12号线,Dist5,35
Sta131,3号线,Dist5,Sta101,12号线,Dist8,35
Sta164,11号线,Dist5,Sta31,12号线,Dist8,35
Sta21,3号线,Dist7,Sta18,2号线,Dist1,35
Sta135,10号线,Dist5,Sta58,4号线,Dist8,35
Sta94,10号线,Dist5,Sta121,3号线,Dist5,35
Sta16,5号线,Dist5,Sta93,12号线,Dist6,35
Sta39,3号线,Dist5,Sta140,11号线,Dist5,35
Sta83,1号线,Dist2,Sta23,11号线,Dist5,35
Sta39,3号线,Dist5,Sta96,5号线,Dist5,35
Sta6,10号线,Dist5,Sta153,3号线,Dist5,35
Sta95,12号线,Dist5,Sta147,3号线,Dist5,35
Sta53,2号线,Dist1,Sta90,12号线,Dist5,35
Sta37,5号线,Dist5,Sta39,3号线,Dist5,35
Sta7,10号线,Dist5,Sta121,3号线,Dist5,36
Sta69,5号线,Dist5,Sta129,2号线,Dist1,36
Sta23,11号线,Dist5,Sta127,2号线,Dist2,36
Sta52,2号线,Dist4,Sta126,3号线,Dist1,36
Sta54,5号线,Dist5,Sta146,11号线,Dist6,36
Sta82,11号线,Dist5,Sta135,10号线,Dist5,36
Sta81,2号线,Dist2,Sta100,3号线,Dist5,36
Sta122,11号线,Dist10,Sta40,3号线,Dist5,36
Sta158,3号线,Dist5,Sta7,10号线,Dist5,36
Sta26,12号线,Dist5,Sta146,11号线,Dist6,36
Sta63,11号线,Dist1,Sta106,1号线,Dist3,36
Sta123,2号线,Dist2,Sta135,10号线,Dist5,36
Sta7,10号线,Dist5,Sta117,3号线,Dist5,36
Sta20,11号线,Dist5,Sta107,1号线,Dist2,36
Sta134,10号线,Dist5,Sta91,12号线,Dist6,36
Sta130,11号线,Dist6,Sta131,3号线,Dist5,36
Sta138,3号线,Dist6,Sta54,5号线,Dist5,36
Sta42,3号线,Dist5,Sta115,11号线,Dist5,36
Sta117,3号线,Dist5,Sta23,11号线,Dist5,36
Sta41,3号线,Dist6,Sta168,10号线,Dist5,36
Sta54,5号线,Dist5,Sta127,2号线,Dist2,36
Sta21,3号线,Dist7,Sta78,2号线,Dist1,36
Sta127,2号线,Dist2,Sta20,11号线,Dist5,36
Sta103,10号线,Dist5,Sta31,12号线,Dist8,36
Sta142,3号线,Dist5,Sta137,12号线,Dist3,36
Sta108,1号线,Dist1,Sta71,2号线,Dist4,36
Sta129,2号线,Dist1,Sta113,3号线,Dist5,36
Sta146,11号线,Dist6,Sta85,10号线,Dist5,36
Sta131,3号线,Dist5,Sta32,12号线,Dist6,36
Sta54,5号线,Dist5,Sta9,2号线,Dist1,36
Sta112,3号线,Dist5,Sta8,10号线,Dist5,36
Sta23,11号线,Dist5,Sta81,2号线,Dist2,36
Sta93,12号线,Dist6,Sta44,3号线,Dist5,36
Sta133,3号线,Dist6,Sta9,2号线,Dist1,36
Sta163,2号线,Dist1,Sta32,12号线,Dist6,36
Sta100,3号线,Dist5,Sta146,11号线,Dist6,36
Sta120,11号线,Dist6,Sta90,12号线,Dist5,36
Sta145,10号线,Dist5,Sta131,3号线,Dist5,36
Sta130,11号线,Dist6,Sta90,12号线,Dist5,36
Sta129,2号线,Dist1,Sta85,10号线,Dist5,36
Sta119,3号线,Dist7,Sta127,2号线,Dist2,36
Sta40,3号线,Dist5,Sta91,12号线,Dist6,36
Sta142,3号线,Dist5,Sta3,11号线,Dist6,36
Sta132,5号线,Dist5,Sta72,12号线,Dist6,36
Sta135,10号线,Dist5,Sta120,11号线,Dist6,36
Sta75,10号线,Dist5,Sta118,11号线,Dist5,36
Sta134,10号线,Dist5,Sta13,11号线,Dist5,36
Sta17,12号线,Dist8,Sta117,3号线,Dist5,36
Sta83,1号线,Dist2,Sta20,11号线,Dist5,36
Sta81,2号线,Dist2,Sta3,11号线,Dist6,36
Sta95,12号线,Dist5,Sta107,1号线,Dist2,36
Sta132,5号线,Dist5,Sta157,10号线,Dist8,36
Sta16,5号线,Dist5,Sta122,11号线,Dist10,36
Sta22,3号线,Dist6,Sta150,1号线,Dist3,36
Sta45,11号线,Dist5,Sta103,10号线,Dist5,36
Sta103,10号线,Dist5,Sta23,11号线,Dist5,36
Sta113,3号线,Dist5,Sta55,11号线,Dist5,36
Sta131,3号线,Dist5,Sta82,11号线,Dist5,36
Sta1,1号线,Dist1,Sta70,11号线,Dist5,36
Sta55,11号线,Dist5,Sta2,10号线,Dist5,36
Sta64,1号线,Dist3,Sta3,11号线,Dist6,36
Sta82,11号线,Dist5,Sta39,3号线,Dist5,36
Sta32,12号线,Dist6,Sta100,3号线,Dist5,36
Sta122,11号线,Dist10,Sta84,4号线,Dist5,36
Sta56,11号线,Dist5,Sta75,10号线,Dist5,36
Sta25,11号线,Dist6,Sta161,3号线,Dist7,36
Sta31,12号线,Dist8,Sta36,11号线,Dist10,36
Sta73,12号线,Dist2,Sta25,11号线,Dist6,36
Sta145,10号线,Dist5,Sta158,3号线,Dist5,36
Sta29,3号线,Dist8,Sta4,10号线,Dist5,36
Sta114,10号线,Dist5,Sta42,3号线,Dist5,36
Sta20,11号线,Dist5,Sta102,10号线,Dist5,36
Sta95,12号线,Dist5,Sta83,1号线,Dist2,36
Sta161,3号线,Dist7,Sta46,11号线,Dist8,36
Sta160,10号线,Dist5,Sta140,11号线,Dist5,36
Sta76,2号线,Dist4,Sta29,3号线,Dist8,36
Sta52,2号线,Dist4,Sta143,3号线,Dist7,36
Sta100,3号线,Dist5,Sta25,11号线,Dist6,36
Sta44,3号线,Dist5,Sta145,10号线,Dist5,36
Sta107,1号线,Dist2,Sta57,2号线,Dist4,36
Sta138,3号线,Dist6,Sta150,1号线,Dist3,36
Sta136,12号线,Dist3,Sta19,4号线,Dist8,36
Sta161,3号线,Dist7,Sta163,2号线,Dist1,36
Sta20,11号线,Dist5,Sta158,3号线,Dist5,36
Sta68,2号线,Dist4,Sta143,3号线,Dist7,36
Sta90,12号线,Dist5,Sta42,3号线,Dist5,36
Sta161,3号线,Dist7,Sta146,11号线,Dist6,36
Sta17,12号线,Dist8,Sta47,2号线,Dist1,36
Sta70,11号线,Dist5,Sta102,10号线,Dist5,36
Sta29,3号线,Dist8,Sta96,5号线,Dist5,36
Sta79,2号线,Dist1,Sta113,3号线,Dist5,36
Sta159,1号线,Dist1,Sta55,11号线,Dist5,36
Sta10,5号线,Dist5,Sta115,11号线,Dist5,36
Sta16,5号线,Dist5,Sta36,11号线,Dist10,36
Sta86,11号线,Dist8,Sta73,12号线,Dist2,36
Sta142,3号线,Dist5,Sta94,10号线,Dist5,36
Sta26,12号线,Dist5,Sta129,2号线,Dist1,36
Sta93,12号线,Dist6,Sta53,2号线,Dist1,36
Sta102,10号线,Dist5,Sta109,3号线,Dist5,36
Sta62,4号线,Dist8,Sta20,11号线,Dist5,36
Sta162,11号线,Dist5,Sta44,3号线,Dist5,36
Sta145,10号线,Dist5,Sta17,12号线,Dist8,36
Sta43,5号线,Dist5,Sta137,12号线,Dist3,36
Sta136,12号线,Dist3,Sta39,3号线,Dist5,36
Sta40,3号线,Dist5,Sta116,12号线,Dist6,36
Sta84,4号线,Dist5,Sta159,1号线,Dist1,36
Sta17,12号线,Dist8,Sta44,3号线,Dist5,36
Sta144,3号线,Dist6,Sta31,12号线,Dist8,36
Sta83,1号线,Dist2,Sta161,3号线,Dist7,36
Sta46,11号线,Dist8,Sta113,3号线,Dist5,36
Sta37,5号线,Dist5,Sta59,4号线,Dist8,36
Sta32,12号线,Dist6,Sta50,3号线,Dist7,36
Sta88,10号线,Dist5,Sta164,11号线,Dist5,36
Sta19,4号线,Dist8,Sta37,5号线,Dist5,36
Sta3,11号线,Dist6,Sta2,10号线,Dist5,36
Sta18,2号线,Dist1,Sta23,11号线,Dist5,36
Sta70,11号线,Dist5,Sta78,2号线,Dist1,36
Sta154,1号线,Dist3,Sta52,2号线,Dist4,36
Sta18,2号线,Dist1,Sta54,5号线,Dist5,36
Sta20,11号线,Dist5,Sta116,12号线,Dist6,36
Sta164,11号线,Dist5,Sta87,10号线,Dist8,36
Sta69,5号线,Dist5,Sta152,11号线,Dist1,36
Sta141,3号线,Dist5,Sta19,4号线,Dist8,36
Sta114,10号线,Dist5,Sta58,4号线,Dist8,36
Sta54,5号线,Dist5,Sta4,10号线,Dist5,37
Sta70,11号线,Dist5,Sta47,2号线,Dist1,37
Sta40,3号线,Dist5,Sta151,2号线,Dist2,37
Sta127,2号线,Dist2,Sta135,10号线,Dist5,37
Sta85,10号线,Dist5,Sta136,12号线,Dist3,37
Sta93,12号线,Dist6,Sta89,1号线,Dist3,37
Sta18,2号线,Dist1,Sta141,3号线,Dist5,37
Sta138,3号线,Dist6,Sta20,11号线,Dist5,37
Sta29,3号线,Dist8,Sta77,11号线,Dist10,37
Sta89,1号线,Dist3,Sta3,11号线,Dist6,37
Sta84,4号线,Dist5,Sta30,3号线,Dist6,37
Sta90,12号线,Dist5,Sta75,10号线,Dist5,37
Sta32,12号线,Dist6,Sta85,10号线,Dist5,37
Sta56,11号线,Dist5,Sta32,12号线,Dist6,37
Sta81,2号线,Dist2,Sta15,11号线,Dist8,37
Sta108,1号线,Dist1,Sta54,5号线,Dist5,37
Sta107,1号线,Dist2,Sta21,3号线,Dist7,37
Sta76,2号线,Dist4,Sta154,1号线,Dist3,37
Sta27,2号线,Dist2,Sta110,1号线,Dist3,37
Sta148,12号线,Dist2,Sta130,11号线,Dist6,37
Sta41,3号线,Dist6,Sta17,12号线,Dist8,37
Sta88,10号线,Dist5,Sta26,12号线,Dist5,37
Sta69,5号线,Dist5,Sta123,2号线,Dist2,37
Sta70,11号线,Dist5,Sta19,4号线,Dist8,37
Sta48,2号线,Dist2,Sta97,1号线,Dist3,37
Sta15,11号线,Dist8,Sta27,2号线,Dist2,37
Sta82,11号线,Dist5,Sta136,12号线,Dist3,37
Sta9,2号线,Dist1,Sta130,11号线,Dist6,37
Sta69,5号线,Dist5,Sta146,11号线,Dist6,37
Sta77,11号线,Dist10,Sta40,3号线,Dist5,37
Sta108,1号线,Dist1,Sta17,12号线,Dist8,37
Sta87,10号线,Dist8,Sta82,11号线,Dist5,37
Sta63,11号线,Dist1,Sta52,2号线,Dist4,37
Sta100,3号线,Dist5,Sta96,5号线,Dist5,37
Sta25,11号线,Dist6,Sta27,2号线,Dist2,37
Sta53,2号线,Dist1,Sta85,10号线,Dist5,37
Sta142,3号线,Dist5,Sta160,10号线,Dist5,37
Sta42,3号线,Dist5,Sta15,11号线,Dist8,37
Sta127,2号线,Dist2,Sta106,1号线,Dist3,37
Sta34,1号线,Dist3,Sta18,2号线,Dist1,37
Sta78,2号线,Dist1,Sta141,3号线,Dist5,37
Sta66,3号线,Dist7,Sta139,2号线,Dist5,37
Sta37,5号线,Dist5,Sta3,11号线,Dist6,37
Sta134,10号线,Dist5,Sta159,1号线,Dist1,37
Sta115,11号线,Dist5,Sta145,10号线,Dist5,37
Sta66,3号线,Dist7,Sta1,1号线,Dist1,37
Sta70,11号线,Dist5,Sta6,10号线,Dist5,37
Sta151,2号线,Dist2,Sta115,11号线,Dist5,37
Sta93,12号线,Dist6,Sta70,11号线,Dist5,37
Sta84,4号线,Dist5,Sta120,11号线,Dist6,37
Sta55,11号线,Dist5,Sta78,2号线,Dist1,37
Sta146,11号线,Dist6,Sta39,3号线,Dist5,37
Sta56,11号线,Dist5,Sta133,3号线,Dist6,37
Sta25,11号线,Dist6,Sta17,12号线,Dist8,37
Sta91,12号线,Dist6,Sta167,3号线,Dist5,37
Sta13,11号线,Dist5,Sta59,4号线,Dist8,37
Sta81,2号线,Dist2,Sta22,3号线,Dist6,37
Sta38,4号线,Dist8,Sta23,11号线,Dist5,37
Sta130,11号线,Dist6,Sta60,12号线,Dist2,37
Sta131,3号线,Dist5,Sta64,1号线,Dist3,37
Sta61,3号线,Dist7,Sta92,12号线,Dist6,37
Sta25,11号线,Dist6,Sta167,3号线,Dist5,37
Sta19,4号线,Dist8,Sta88,10号线,Dist5,37
Sta106,1号线,Dist3,Sta29,3号线,Dist8,37
Sta129,2号线,Dist1,Sta70,11号线,Dist5,37
Sta4,10号线,Dist5,Sta69,5号线,Dist5,37
Sta15,11号线,Dist8,Sta73,12号线,Dist2,37
Sta109,3号线,Dist5,Sta168,10号线,Dist5,37
Sta168,10号线,Dist5,Sta42,3号线,Dist5,37
Sta31,12号线,Dist8,Sta152,11号线,Dist1,37
Sta1,1号线,Dist1,Sta26,12号线,Dist5,37
Sta77,11号线,Dist10,Sta137,12号线,Dist3,37
Sta146,11号线,Dist6,Sta133,3号线,Dist6,37
Sta16,5号线,Dist5,Sta30,3号线,Dist6,37
Sta2,10号线,Dist5,Sta42,3号线,Dist5,37
Sta32,12号线,Dist6,Sta168,10号线,Dist5,37
Sta7,10号线,Dist5,Sta13,11号线,Dist5,37
Sta84,4号线,Dist5,Sta138,3号线,Dist6,37
Sta8,10号线,Dist5,Sta55,11号线,Dist5,37
Sta16,5号线,Dist5,Sta108,1号线,Dist1,37
Sta68,2号线,Dist4,Sta64,1号线,Dist3,37
Sta13,11号线,Dist5,Sta144,3号线,Dist6,37
Sta165,4号线,Dist8,Sta115,11号线,Dist5,37
Sta27,2号线,Dist2,Sta131,3号线,Dist5,37
Sta103,10号线,Dist5,Sta17,12号线,Dist8,37
Sta70,11号线,Dist5,Sta85,10号线,Dist5,37
Sta148,12号线,Dist2,Sta12,3号线,Dist7,37
Sta60,12号线,Dist2,Sta120,11号线,Dist6,37
Sta43,5号线,Dist5,Sta13,11号线,Dist5,37
Sta19,4号线,Dist8,Sta46,11号线,Dist8,37
Sta165,4号线,Dist8,Sta56,11号线,Dist5,37
Sta91,12号线,Dist6,Sta118,11号线,Dist5,37
Sta69,5号线,Dist5,Sta92,12号线,Dist6,37
Sta9,2号线,Dist1,Sta20,11号线,Dist5,37
Sta103,10号线,Dist5,Sta153,3号线,Dist5,37
Sta82,11号线,Dist5,Sta101,12号线,Dist8,37
Sta35,3号线,Dist5,Sta75,10号线,Dist5,37
Sta44,3号线,Dist5,Sta2,10号线,Dist5,37
Sta77,11号线,Dist10,Sta101,12号线,Dist8,37
Sta112,3号线,Dist5,Sta4,10号线,Dist5,37
Sta130,11号线,Dist6,Sta53,2号线,Dist1,37
Sta102,10号线,Dist5,Sta35,3号线,Dist5,37
Sta25,11号线,Dist6,Sta21,3号线,Dist7,37
Sta79,2号线,Dist1,Sta95,12号线,Dist5,37
Sta60,12号线,Dist2,Sta29,3号线,Dist8,37
Sta164,11号线,Dist5,Sta54,5号线,Dist5,37
Sta54,5号线,Dist5,Sta152,11号线,Dist1,37
Sta69,5号线,Dist5,Sta2,10号线,Dist5,37
Sta77,11号线,Dist10,Sta69,5号线,Dist5,37
Sta109,3号线,Dist5,Sta75,10号线,Dist5,37
Sta85,10号线,Dist5,Sta78,2号线,Dist1,37
Sta160,10号线,Dist5,Sta13,11号线,Dist5,37
Sta101,12号线,Dist8,Sta43,5号线,Dist5,37
Sta16,5号线,Dist5,Sta144,3号线,Dist6,37
Sta73,12号线,Dist2,Sta144,3号线,Dist6,37
Sta45,11号线,Dist5,Sta69,5号线,Dist5,37
Sta116,12号线,Dist6,Sta23,11号线,Dist5,37
Sta167,3号线,Dist5,Sta62,4号线,Dist8,37
Sta159,1号线,Dist1,Sta66,3号线,Dist7,37
Sta131,3号线,Dist5,Sta19,4号线,Dist8,37
Sta112,3号线,Dist5,Sta145,10号线,Dist5,37
Sta58,4号线,Dist8,Sta15,11号线,Dist8,37
Sta12,3号线,Dist7,Sta51,2号线,Dist7,37
Sta103,10号线,Dist5,Sta19,4号线,Dist8,37
Sta3,11号线,Dist6,Sta167,3号线,Dist5,37
Sta147,3号线,Dist5,Sta85,10号线,Dist5,37
Sta22,3号线,Dist6,Sta54,5号线,Dist5,38
Sta159,1号线,Dist1,Sta141,3号线,Dist5,38
Sta31,12号线,Dist8,Sta38,4号线,Dist8,38
Sta89,1号线,Dist3,Sta142,3号线,Dist5,38
Sta20,11号线,Dist5,Sta81,2号线,Dist2,38
Sta110,1号线,Dist3,Sta53,2号线,Dist1,38
Sta67,3号线,Dist6,Sta85,10号线,Dist5,38
Sta72,12号线,Dist6,Sta79,2号线,Dist1,38
