in,out,time
Sta15,Sta70,25
Sta39,Sta103,25
Sta103,Sta39,25
Sta134,Sta137,25
Sta137,Sta134,25
Sta79,Sta138,25
Sta138,Sta79,25
Sta55,Sta86,25
Sta86,Sta55,25
Sta138,Sta46,25
Sta46,Sta138,25
Sta9,Sta107,25
Sta107,Sta9,25
Sta168,Sta158,25
Sta158,Sta168,25
Sta45,Sta55,25
Sta55,Sta45,25
Sta98,Sta92,25
Sta92,Sta98,25
Sta25,Sta168,25
Sta168,Sta25,25
Sta117,Sta160,25
Sta160,Sta117,25
Sta168,Sta93,25
Sta93,Sta168,25
Sta118,Sta25,25
Sta25,Sta118,25
Sta130,Sta32,25
Sta32,Sta130,25
Sta67,Sta119,25
Sta119,Sta67,25
Sta40,Sta123,25
Sta123,Sta40,25
Sta115,Sta107,25
Sta107,Sta115,25
Sta23,Sta2,25
Sta2,Sta23,25
Sta134,Sta44,25
Sta44,Sta134,25
Sta70,Sta75,25
Sta75,Sta70,25
Sta43,Sta20,25
Sta20,Sta43,25
Sta126,Sta132,25
Sta132,Sta126,25
Sta90,Sta19,25
Sta19,Sta90,25
Sta22,Sta156,25
Sta156,Sta22,25
Sta132,Sta55,25
Sta55,Sta132,25
Sta151,Sta98,25
Sta98,Sta151,25
Sta98,Sta68,25
Sta68,Sta98,25
Sta154,Sta48,25
Sta48,Sta154,25
Sta54,Sta10,25
Sta10,Sta54,25
Sta81,Sta63,25
Sta63,Sta81,25
Sta118,Sta136,25
Sta136,Sta118,25
Sta39,Sta129,25
Sta129,Sta39,25
Sta151,Sta5,25
Sta5,Sta151,25
Sta150,Sta63,25
Sta63,Sta150,25
Sta165,Sta26,25
Sta26,Sta165,25
Sta85,Sta63,25
Sta63,Sta85,25
Sta139,Sta61,25
Sta61,Sta139,25
Sta113,Sta35,25
Sta35,Sta113,25
Sta97,Sta5,25
Sta5,Sta97,25
Sta52,Sta18,25
Sta18,Sta52,25
Sta3,Sta133,25
Sta133,Sta3,25
Sta4,Sta26,25
Sta26,Sta4,25
Sta138,Sta40,25
Sta40,Sta138,25
Sta89,Sta135,25
Sta135,Sta89,25
Sta39,Sta47,25
Sta47,Sta39,25
Sta26,Sta158,25
Sta158,Sta26,25
Sta12,Sta32,25
Sta32,Sta12,25
Sta127,Sta25,25
Sta25,Sta127,25
Sta167,Sta103,25
Sta103,Sta167,25
Sta100,Sta159,25
Sta159,Sta100,25
Sta142,Sta17,25
Sta17,Sta142,25
Sta16,Sta86,25
Sta86,Sta16,25
Sta132,Sta70,25
Sta70,Sta132,25
Sta18,Sta118,25
Sta118,Sta18,25
Sta56,Sta93,25
Sta93,Sta56,25
Sta39,Sta2,25
Sta2,Sta39,25
Sta138,Sta78,25
Sta78,Sta138,25
Sta93,Sta40,25
Sta40,Sta93,25
Sta47,Sta93,25
Sta93,Sta47,25
Sta9,Sta3,25
Sta3,Sta9,25
Sta52,Sta108,25
Sta108,Sta52,25
Sta161,Sta155,25
Sta155,Sta161,25
Sta1,Sta95,25
Sta95,Sta1,25
Sta48,Sta53,25
Sta53,Sta48,25
Sta117,Sta131,25
Sta131,Sta117,25
Sta13,Sta40,25
Sta40,Sta13,25
Sta114,Sta41,25
Sta41,Sta114,25
Sta41,Sta61,25
Sta61,Sta41,25
Sta62,Sta23,25
Sta23,Sta62,25
Sta22,Sta148,25
Sta148,Sta22,25
Sta47,Sta25,25
Sta25,Sta47,25
Sta100,Sta1,25
Sta1,Sta100,25
Sta40,Sta41,25
Sta41,Sta40,25
Sta162,Sta163,25
Sta163,Sta162,25
Sta15,Sta159,25
Sta159,Sta15,25
Sta109,Sta103,25
Sta103,Sta109,25
Sta59,Sta162,25
Sta162,Sta59,25
Sta46,Sta26,25
Sta26,Sta46,25
Sta126,Sta133,25
Sta133,Sta126,25
Sta30,Sta123,25
Sta123,Sta30,25
Sta151,Sta18,25
Sta18,Sta151,25
Sta95,Sta146,25
Sta146,Sta95,25
Sta5,Sta167,25
Sta167,Sta5,25
Sta95,Sta32,25
Sta32,Sta95,25
Sta7,Sta82,25
Sta82,Sta7,25
Sta129,Sta118,25
Sta118,Sta129,25
Sta6,Sta109,25
Sta109,Sta6,25
Sta67,Sta15,25
Sta15,Sta67,25
Sta4,Sta141,25
Sta141,Sta4,25
Sta144,Sta89,25
Sta89,Sta144,25
Sta36,Sta20,25
Sta20,Sta36,25
Sta13,Sta84,25
Sta84,Sta13,25
Sta132,Sta137,25
Sta137,Sta132,25
Sta39,Sta117,25
Sta117,Sta39,25
Sta40,Sta26,25
Sta26,Sta40,25
Sta37,Sta40,25
Sta40,Sta37,25
Sta142,Sta157,25
Sta157,Sta142,25
Sta67,Sta60,25
Sta60,Sta67,25
Sta72,Sta22,25
Sta22,Sta72,25
Sta102,Sta152,25
Sta152,Sta102,25
Sta118,Sta108,25
Sta108,Sta118,25
Sta45,Sta87,25
Sta87,Sta45,25
Sta72,Sta29,25
Sta29,Sta72,25
Sta107,Sta46,25
Sta46,Sta107,25
Sta92,Sta115,25
Sta115,Sta92,25
Sta56,Sta141,25
Sta141,Sta56,25
Sta115,Sta140,25
Sta140,Sta115,25
Sta54,Sta63,25
Sta63,Sta54,25
Sta71,Sta143,25
Sta143,Sta71,25
Sta142,Sta126,25
Sta126,Sta142,25
Sta151,Sta107,25
Sta107,Sta151,25
Sta141,Sta162,25
Sta162,Sta141,25
Sta27,Sta163,25
Sta163,Sta27,25
Sta37,Sta114,25
Sta114,Sta37,25
Sta118,Sta113,25
Sta113,Sta118,25
Sta150,Sta81,25
Sta81,Sta150,25
Sta46,Sta141,25
Sta141,Sta46,25
Sta31,Sta72,25
Sta72,Sta31,25
Sta147,Sta125,25
Sta125,Sta147,25
Sta1,Sta120,25
Sta120,Sta1,25
Sta131,Sta17,25
Sta17,Sta131,25
Sta168,Sta137,25
Sta137,Sta168,25
Sta157,Sta5,25
Sta5,Sta157,25
Sta113,Sta114,25
Sta114,Sta113,25
Sta25,Sta157,25
Sta157,Sta25,25
Sta118,Sta141,25
Sta141,Sta118,25
Sta17,Sta113,25
Sta113,Sta17,25
Sta152,Sta77,25
Sta77,Sta152,25
Sta39,Sta1,25
Sta1,Sta39,25
Sta67,Sta148,25
Sta148,Sta67,25
Sta15,Sta101,25
Sta101,Sta15,25
Sta70,Sta86,25
Sta86,Sta70,25
Sta160,Sta2,25
Sta2,Sta160,25
Sta98,Sta95,25
Sta95,Sta98,25
Sta160,Sta164,25
Sta164,Sta160,25
Sta127,Sta139,25
Sta139,Sta127,25
Sta46,Sta127,25
Sta127,Sta46,25
Sta70,Sta89,26
Sta89,Sta70,26
Sta67,Sta72,26
Sta72,Sta67,26
Sta5,Sta12,26
Sta12,Sta5,26
Sta98,Sta32,26
Sta32,Sta98,26
Sta5,Sta48,26
Sta48,Sta5,26
Sta124,Sta140,26
Sta140,Sta124,26
Sta9,Sta86,26
Sta86,Sta9,26
Sta63,Sta64,26
Sta64,Sta63,26
Sta152,Sta23,26
Sta23,Sta152,26
Sta17,Sta93,26
Sta93,Sta17,26
Sta70,Sta98,26
Sta98,Sta70,26
Sta85,Sta31,26
Sta31,Sta85,26
Sta150,Sta74,26
Sta74,Sta150,26
Sta23,Sta67,26
Sta67,Sta23,26
Sta115,Sta96,26
Sta96,Sta115,26
Sta133,Sta129,26
Sta129,Sta133,26
Sta129,Sta120,26
Sta120,Sta129,26
Sta22,Sta25,26
Sta25,Sta22,26
Sta2,Sta118,26
Sta118,Sta2,26
Sta151,Sta24,26
Sta24,Sta151,26
Sta69,Sta140,26
Sta140,Sta69,26
Sta84,Sta44,26
Sta44,Sta84,26
Sta67,Sta100,26
Sta100,Sta67,26
Sta95,Sta55,26
Sta55,Sta95,26
Sta135,Sta16,26
Sta16,Sta135,26
Sta14,Sta116,26
Sta116,Sta14,26
Sta64,Sta144,26
Sta144,Sta64,26
Sta7,Sta35,26
Sta35,Sta7,26
Sta26,Sta96,26
Sta96,Sta26,26
Sta100,Sta4,26
Sta4,Sta100,26
Sta114,Sta30,26
Sta30,Sta114,26
Sta127,Sta144,26
Sta144,Sta127,26
Sta130,Sta162,26
Sta162,Sta130,26
Sta64,Sta81,26
Sta81,Sta64,26
Sta97,Sta65,26
Sta65,Sta97,26
Sta89,Sta49,26
Sta49,Sta89,26
Sta5,Sta95,26
Sta95,Sta5,26
Sta92,Sta161,26
Sta161,Sta92,26
Sta135,Sta88,26
Sta88,Sta135,26
Sta54,Sta43,26
Sta43,Sta54,26
Sta98,Sta64,26
Sta64,Sta98,26
Sta90,Sta44,26
Sta44,Sta90,26
Sta22,Sta115,26
Sta115,Sta22,26
Sta162,Sta132,26
Sta132,Sta162,26
Sta40,Sta107,26
Sta107,Sta40,26
Sta113,Sta162,26
Sta162,Sta113,26
Sta142,Sta72,26
Sta72,Sta142,26
Sta157,Sta31,26
Sta31,Sta157,26
Sta35,Sta145,26
Sta145,Sta35,26
Sta59,Sta55,26
Sta55,Sta59,26
Sta153,Sta147,26
Sta147,Sta153,26
Sta22,Sta78,26
Sta78,Sta22,26
Sta86,Sta91,26
Sta91,Sta86,26
Sta12,Sta92,26
Sta92,Sta12,26
Sta21,Sta159,26
Sta159,Sta21,26
Sta115,Sta158,26
Sta158,Sta115,26
Sta40,Sta137,26
Sta137,Sta40,26
Sta79,Sta56,26
Sta56,Sta79,26
Sta98,Sta89,26
Sta89,Sta98,26
Sta30,Sta50,26
Sta50,Sta30,26
Sta144,Sta66,26
Sta66,Sta144,26
Sta120,Sta116,26
Sta116,Sta120,26
Sta159,Sta23,26
Sta23,Sta159,26
Sta95,Sta29,26
Sta29,Sta95,26
Sta29,Sta17,26
Sta17,Sta29,26
Sta152,Sta122,26
Sta122,Sta152,26
Sta83,Sta151,26
Sta151,Sta83,26
Sta84,Sta38,26
Sta38,Sta84,26
Sta37,Sta15,26
Sta15,Sta37,26
Sta114,Sta132,26
Sta132,Sta114,26
Sta5,Sta17,26
Sta17,Sta5,26
Sta55,Sta98,26
Sta98,Sta55,26
Sta2,Sta17,26
Sta17,Sta2,26
Sta6,Sta45,26
Sta45,Sta6,26
Sta93,Sta60,26
Sta60,Sta93,26
Sta31,Sta140,26
Sta140,Sta31,26
Sta164,Sta118,26
Sta118,Sta164,26
Sta29,Sta32,26
Sta32,Sta29,26
Sta12,Sta91,26
Sta91,Sta12,26
Sta79,Sta22,26
Sta22,Sta79,26
Sta115,Sta154,26
Sta154,Sta115,26
Sta64,Sta29,26
Sta29,Sta64,26
Sta86,Sta30,26
Sta30,Sta86,26
Sta4,Sta6,26
Sta6,Sta4,26
Sta108,Sta25,26
Sta25,Sta108,26
Sta125,Sta117,26
Sta117,Sta125,26
Sta80,Sta129,26
Sta129,Sta80,26
Sta142,Sta162,26
Sta162,Sta142,26
Sta100,Sta3,26
Sta3,Sta100,26
Sta138,Sta107,26
Sta107,Sta138,26
Sta11,Sta42,26
Sta42,Sta11,26
Sta89,Sta81,26
Sta81,Sta89,26
Sta61,Sta105,26
Sta105,Sta61,26
Sta117,Sta88,26
Sta88,Sta117,26
Sta40,Sta44,26
Sta44,Sta40,26
Sta2,Sta72,26
Sta72,Sta2,26
Sta168,Sta55,26
Sta55,Sta168,26
Sta155,Sta52,26
Sta52,Sta155,26
Sta40,Sta81,26
Sta81,Sta40,26
Sta15,Sta91,26
Sta91,Sta15,26
Sta126,Sta111,26
Sta111,Sta126,26
Sta101,Sta100,26
Sta100,Sta101,26
Sta83,Sta68,26
Sta68,Sta83,26
Sta159,Sta68,26
Sta68,Sta159,26
Sta33,Sta142,26
Sta142,Sta33,26
Sta4,Sta131,26
Sta131,Sta4,26
Sta100,Sta53,26
Sta53,Sta100,26
Sta54,Sta72,26
Sta72,Sta54,26
Sta144,Sta81,26
Sta81,Sta144,26
Sta98,Sta91,26
Sta91,Sta98,26
Sta19,Sta17,26
Sta17,Sta19,26
Sta73,Sta138,26
Sta138,Sta73,26
Sta126,Sta150,26
Sta150,Sta126,26
Sta54,Sta111,26
Sta111,Sta54,26
Sta79,Sta114,26
Sta114,Sta79,26
Sta134,Sta89,26
Sta89,Sta134,26
Sta48,Sta1,26
Sta1,Sta48,26
Sta59,Sta101,26
Sta101,Sta59,26
Sta63,Sta26,26
Sta26,Sta63,26
Sta62,Sta17,26
Sta17,Sta62,26
Sta40,Sta4,26
Sta4,Sta40,26
Sta18,Sta131,26
Sta131,Sta18,26
Sta130,Sta5,26
Sta5,Sta130,26
Sta134,Sta92,26
Sta92,Sta134,26
Sta64,Sta149,26
Sta149,Sta64,26
Sta100,Sta79,26
Sta79,Sta100,26
Sta20,Sta93,26
Sta93,Sta20,26
Sta140,Sta162,26
Sta162,Sta140,26
Sta67,Sta25,26
Sta25,Sta67,26
Sta37,Sta95,26
Sta95,Sta37,26
Sta17,Sta157,26
Sta157,Sta17,26
Sta22,Sta83,26
Sta83,Sta22,26
Sta15,Sta47,26
Sta47,Sta15,26
Sta56,Sta78,26
Sta78,Sta56,26
Sta69,Sta46,26
Sta46,Sta69,26
Sta75,Sta145,26
Sta145,Sta75,26
Sta84,Sta29,26
Sta29,Sta84,26
Sta142,Sta85,26
Sta85,Sta142,26
Sta23,Sta3,26
Sta3,Sta23,26
Sta5,Sta110,26
Sta110,Sta5,26
Sta95,Sta89,27
Sta89,Sta95,27
Sta122,Sta56,27
Sta56,Sta122,27
Sta168,Sta88,27
Sta88,Sta168,27
Sta31,Sta86,27
Sta86,Sta31,27
Sta116,Sta135,27
Sta135,Sta116,27
Sta92,Sta14,27
Sta14,Sta92,27
Sta141,Sta29,27
Sta29,Sta141,27
Sta120,Sta114,27
Sta114,Sta120,27
Sta39,Sta30,27
Sta30,Sta39,27
Sta160,Sta112,27
Sta112,Sta160,27
Sta13,Sta132,27
Sta132,Sta13,27
Sta98,Sta52,27
Sta52,Sta98,27
Sta47,Sta23,27
Sta23,Sta47,27
Sta162,Sta62,27
Sta62,Sta162,27
Sta115,Sta81,27
Sta81,Sta115,27
Sta141,Sta23,27
Sta23,Sta141,27
Sta68,Sta155,27
Sta155,Sta68,27
Sta118,Sta59,27
Sta59,Sta118,27
Sta18,Sta162,27
Sta162,Sta18,27
Sta113,Sta63,27
Sta63,Sta113,27
Sta107,Sta3,27
Sta3,Sta107,27
Sta29,Sta113,27
Sta113,Sta29,27
Sta20,Sta144,27
Sta144,Sta20,27
Sta158,Sta112,27
Sta112,Sta158,27
Sta40,Sta25,27
Sta25,Sta40,27
Sta100,Sta78,27
Sta78,Sta100,27
Sta57,Sta47,27
Sta47,Sta57,27
Sta40,Sta89,27
Sta89,Sta40,27
Sta47,Sta34,27
Sta34,Sta47,27
Sta30,Sta56,27
Sta56,Sta30,27
Sta37,Sta29,27
Sta29,Sta37,27
Sta80,Sta65,27
Sta65,Sta80,27
Sta138,Sta86,27
Sta86,Sta138,27
Sta81,Sta67,27
Sta67,Sta81,27
Sta22,Sta86,27
Sta86,Sta22,27
Sta120,Sta32,27
Sta32,Sta120,27
Sta31,Sta168,27
Sta168,Sta31,27
Sta90,Sta92,27
Sta92,Sta90,27
Sta29,Sta21,27
Sta21,Sta29,27
Sta114,Sta137,27
Sta137,Sta114,27
Sta42,Sta135,27
Sta135,Sta42,27
Sta162,Sta96,27
Sta96,Sta162,27
Sta20,Sta1,27
Sta1,Sta20,27
Sta154,Sta74,27
Sta74,Sta154,27
Sta55,Sta167,27
Sta167,Sta55,27
Sta126,Sta89,27
Sta89,Sta126,27
Sta138,Sta53,27
Sta53,Sta138,27
Sta104,Sta106,27
Sta106,Sta104,27
Sta162,Sta89,27
Sta89,Sta162,27
Sta9,Sta131,27
Sta131,Sta9,27
Sta29,Sta89,27
Sta89,Sta29,27
Sta135,Sta159,27
Sta159,Sta135,27
Sta115,Sta146,27
Sta146,Sta115,27
Sta108,Sta56,27
Sta56,Sta108,27
Sta157,Sta129,27
Sta129,Sta157,27
Sta56,Sta163,27
Sta163,Sta56,27
Sta134,Sta94,27
Sta94,Sta134,27
Sta23,Sta53,27
Sta53,Sta23,27
Sta56,Sta164,27
Sta164,Sta56,27
Sta113,Sta31,27
Sta31,Sta113,27
Sta157,Sta55,27
Sta55,Sta157,27
Sta41,Sta107,27
Sta107,Sta41,27
Sta61,Sta71,27
Sta71,Sta61,27
Sta115,Sta136,27
Sta136,Sta115,27
Sta41,Sta50,27
Sta50,Sta41,27
Sta1,Sta23,27
Sta23,Sta1,27
Sta15,Sta13,27
Sta13,Sta15,27
Sta21,Sta127,27
Sta127,Sta21,27
Sta95,Sta120,27
Sta120,Sta95,27
Sta71,Sta123,27
Sta123,Sta71,27
Sta5,Sta69,27
Sta69,Sta5,27
Sta27,Sta9,27
Sta9,Sta27,27
Sta48,Sta126,27
Sta126,Sta48,27
Sta133,Sta47,27
Sta47,Sta133,27
Sta26,Sta43,27
Sta43,Sta26,27
Sta4,Sta19,27
Sta19,Sta4,27
Sta94,Sta44,27
Sta44,Sta94,27
Sta5,Sta120,27
Sta120,Sta5,27
Sta24,Sta81,27
Sta81,Sta24,27
Sta67,Sta20,27
Sta20,Sta67,27
Sta63,Sta27,27
Sta27,Sta63,27
Sta15,Sta137,27
Sta137,Sta15,27
Sta3,Sta73,27
Sta73,Sta3,27
Sta80,Sta123,27
Sta123,Sta80,27
Sta126,Sta21,27
Sta21,Sta126,27
Sta153,Sta117,27
Sta117,Sta153,27
Sta118,Sta43,27
Sta43,Sta118,27
Sta13,Sta99,27
Sta99,Sta13,27
Sta13,Sta89,27
Sta89,Sta13,27
Sta4,Sta109,27
Sta109,Sta4,27
Sta13,Sta26,27
Sta26,Sta13,27
Sta146,Sta30,27
Sta30,Sta146,27
Sta51,Sta66,27
Sta66,Sta51,27
Sta55,Sta72,27
Sta72,Sta55,27
Sta168,Sta1,27
Sta1,Sta168,27
Sta18,Sta46,27
Sta46,Sta18,27
Sta159,Sta52,27
Sta52,Sta159,27
Sta100,Sta46,27
Sta46,Sta100,27
Sta100,Sta63,27
Sta63,Sta100,27
Sta82,Sta115,27
Sta115,Sta82,27
Sta101,Sta168,27
Sta168,Sta101,27
Sta92,Sta9,27
Sta9,Sta92,27
Sta95,Sta159,27
Sta159,Sta95,27
Sta21,Sta155,27
Sta155,Sta21,27
Sta111,Sta84,27
Sta84,Sta111,27
Sta9,Sta25,27
Sta25,Sta9,27
Sta98,Sta116,27
Sta116,Sta98,27
Sta30,Sta23,27
Sta23,Sta30,27
Sta15,Sta138,27
Sta138,Sta15,27
Sta166,Sta70,27
Sta70,Sta166,27
Sta93,Sta85,27
Sta85,Sta93,27
Sta1,Sta21,27
Sta21,Sta1,27
Sta40,Sta127,27
Sta127,Sta40,27
Sta47,Sta56,27
Sta56,Sta47,27
Sta48,Sta163,27
Sta163,Sta48,27
Sta71,Sta156,27
Sta156,Sta71,27
Sta45,Sta20,27
Sta20,Sta45,27
Sta86,Sta142,27
Sta142,Sta86,27
Sta123,Sta46,27
Sta46,Sta123,27
Sta85,Sta69,27
Sta69,Sta85,27
Sta53,Sta144,27
Sta144,Sta53,27
Sta47,Sta146,27
Sta146,Sta47,27
Sta5,Sta55,27
Sta55,Sta5,27
Sta67,Sta64,27
Sta64,Sta67,27
Sta63,Sta2,27
Sta2,Sta63,27
Sta8,Sta35,27
Sta35,Sta8,27
Sta131,Sta16,27
Sta16,Sta131,27
Sta29,Sta92,27
Sta92,Sta29,27
Sta15,Sta108,27
Sta108,Sta15,27
Sta100,Sta9,27
Sta9,Sta100,27
Sta46,Sta83,27
Sta83,Sta46,27
Sta26,Sta62,27
Sta62,Sta26,27
Sta26,Sta3,27
Sta3,Sta26,27
Sta17,Sta63,27
Sta63,Sta17,27
Sta158,Sta114,27
Sta114,Sta158,27
Sta50,Sta51,27
Sta51,Sta50,27
Sta77,Sta164,27
Sta164,Sta77,27
Sta83,Sta52,27
Sta52,Sta83,27
Sta76,Sta79,27
Sta79,Sta76,27
Sta79,Sta23,27
Sta23,Sta79,27
Sta2,Sta15,27
Sta15,Sta2,27
Sta132,Sta89,27
Sta89,Sta132,27
Sta126,Sta27,27
Sta27,Sta126,27
Sta79,Sta52,27
Sta52,Sta79,27
Sta118,Sta138,27
Sta138,Sta118,27
Sta151,Sta53,27
Sta53,Sta151,27
Sta107,Sta128,27
Sta128,Sta107,27
Sta98,Sta161,27
Sta161,Sta98,27
Sta144,Sta167,27
Sta167,Sta144,27
Sta111,Sta7,27
Sta7,Sta111,27
Sta142,Sta118,27
Sta118,Sta142,27
Sta116,Sta146,27
Sta146,Sta116,27
Sta153,Sta158,27
Sta158,Sta153,27
Sta46,Sta22,27
Sta22,Sta46,27
Sta138,Sta131,27
Sta131,Sta138,27
Sta114,Sta159,27
Sta159,Sta114,27
Sta153,Sta44,27
Sta44,Sta153,27
Sta9,Sta146,27
Sta146,Sta9,27
Sta3,Sta123,27
Sta123,Sta3,27
Sta157,Sta145,27
Sta145,Sta157,27
Sta9,Sta118,27
Sta118,Sta9,27
Sta111,Sta114,27
Sta114,Sta111,27
Sta85,Sta160,28
Sta160,Sta85,28
Sta16,Sta59,28
Sta59,Sta16,28
Sta75,Sta20,28
Sta20,Sta75,28
Sta55,Sta136,28
Sta136,Sta55,28
Sta162,Sta9,28
Sta9,Sta162,28
Sta41,Sta9,28
Sta9,Sta41,28
Sta15,Sta44,28
Sta44,Sta15,28
Sta20,Sta113,28
Sta113,Sta20,28
Sta17,Sta43,28
Sta43,Sta17,28
Sta97,Sta1,28
Sta1,Sta97,28
Sta26,Sta2,28
Sta2,Sta26,28
Sta3,Sta20,28
Sta20,Sta3,28
Sta15,Sta78,28
Sta78,Sta15,28
Sta98,Sta134,28
Sta134,Sta98,28
Sta47,Sta92,28
Sta92,Sta47,28
Sta100,Sta55,28
Sta55,Sta100,28
Sta97,Sta123,28
Sta123,Sta97,28
Sta162,Sta41,28
Sta41,Sta162,28
Sta90,Sta103,28
Sta103,Sta90,28
Sta53,Sta56,28
Sta56,Sta53,28
Sta118,Sta146,28
Sta146,Sta118,28
Sta80,Sta127,28
Sta127,Sta80,28
Sta127,Sta86,28
Sta86,Sta127,28
Sta55,Sta43,28
Sta43,Sta55,28
Sta129,Sta56,28
Sta56,Sta129,28
Sta91,Sta130,28
Sta130,Sta91,28
Sta95,Sta91,28
Sta91,Sta95,28
Sta126,Sta137,28
Sta137,Sta126,28
Sta83,Sta131,28
Sta131,Sta83,28
Sta117,Sta90,28
Sta90,Sta117,28
Sta126,Sta32,28
Sta32,Sta126,28
Sta29,Sta91,28
Sta91,Sta29,28
Sta86,Sta107,28
Sta107,Sta86,28
Sta137,Sta100,28
Sta100,Sta137,28
Sta70,Sta72,28
Sta72,Sta70,28
Sta77,Sta118,28
Sta118,Sta77,28
Sta150,Sta98,28
Sta98,Sta150,28
Sta112,Sta142,28
Sta142,Sta112,28
Sta55,Sta46,28
Sta46,Sta55,28
Sta1,Sta68,28
Sta68,Sta1,28
Sta108,Sta92,28
Sta92,Sta108,28
Sta55,Sta141,28
Sta141,Sta55,28
Sta16,Sta46,28
Sta46,Sta16,28
Sta156,Sta138,28
Sta138,Sta156,28
Sta167,Sta101,28
Sta101,Sta167,28
Sta96,Sta101,28
Sta101,Sta96,28
Sta16,Sta134,28
Sta134,Sta16,28
Sta63,Sta60,28
Sta60,Sta63,28
Sta134,Sta117,28
Sta117,Sta134,28
Sta100,Sta108,28
Sta108,Sta100,28
Sta17,Sta46,28
Sta46,Sta17,28
Sta7,Sta147,28
Sta147,Sta7,28
Sta114,Sta78,28
Sta78,Sta114,28
Sta42,Sta100,28
Sta100,Sta42,28
Sta139,Sta123,28
Sta123,Sta139,28
Sta84,Sta98,28
Sta98,Sta84,28
Sta20,Sta79,28
Sta79,Sta20,28
Sta135,Sta144,28
Sta144,Sta135,28
Sta161,Sta29,28
Sta29,Sta161,28
Sta165,Sta114,28
Sta114,Sta165,28
Sta98,Sta31,28
Sta31,Sta98,28
Sta100,Sta47,28
Sta47,Sta100,28
Sta141,Sta3,28
Sta3,Sta141,28
Sta17,Sta98,28
Sta98,Sta17,28
Sta147,Sta121,28
Sta121,Sta147,28
Sta3,Sta113,28
Sta113,Sta3,28
Sta98,Sta12,28
Sta12,Sta98,28
Sta133,Sta143,28
Sta143,Sta133,28
Sta19,Sta20,28
Sta20,Sta19,28
Sta87,Sta141,28
Sta141,Sta87,28
Sta96,Sta55,28
Sta55,Sta96,28
Sta162,Sta120,28
Sta120,Sta162,28
Sta8,Sta103,28
Sta103,Sta8,28
Sta64,Sta27,28
Sta27,Sta64,28
Sta159,Sta146,28
Sta146,Sta159,28
Sta89,Sta63,28
Sta63,Sta89,28
Sta18,Sta41,28
Sta41,Sta18,28
Sta85,Sta16,28
Sta16,Sta85,28
Sta80,Sta79,28
Sta79,Sta80,28
Sta151,Sta78,28
Sta78,Sta151,28
Sta13,Sta37,28
Sta37,Sta13,28
Sta154,Sta151,28
Sta151,Sta154,28
Sta70,Sta168,28
Sta168,Sta70,28
Sta108,Sta76,28
Sta76,Sta108,28
Sta30,Sta73,28
Sta73,Sta30,28
Sta63,Sta69,28
Sta69,Sta63,28
Sta47,Sta114,28
Sta114,Sta47,28
Sta159,Sta106,28
Sta106,Sta159,28
Sta115,Sta43,28
Sta43,Sta115,28
Sta96,Sta31,28
Sta31,Sta96,28
Sta118,Sta4,28
Sta4,Sta118,28
Sta89,Sta78,28
Sta78,Sta89,28
Sta4,Sta72,28
Sta72,Sta4,28
Sta59,Sta137,28
Sta137,Sta59,28
Sta110,Sta104,28
Sta104,Sta110,28
Sta59,Sta126,28
Sta126,Sta59,28
Sta25,Sta134,28
Sta134,Sta25,28
Sta40,Sta111,28
Sta111,Sta40,28
Sta39,Sta31,28
Sta31,Sta39,28
Sta144,Sta25,28
Sta25,Sta144,28
Sta31,Sta131,28
Sta131,Sta31,28
Sta109,Sta113,28
Sta113,Sta109,28
Sta70,Sta39,28
Sta39,Sta70,28
Sta118,Sta123,28
Sta123,Sta118,28
Sta95,Sta70,28
Sta70,Sta95,28
Sta136,Sta16,28
Sta16,Sta136,28
Sta39,Sta9,28
Sta9,Sta39,28
Sta129,Sta168,28
Sta168,Sta129,28
Sta140,Sta28,28
Sta28,Sta140,28
Sta18,Sta114,28
Sta114,Sta18,28
Sta79,Sta39,28
Sta39,Sta79,28
Sta30,Sta61,28
Sta61,Sta30,28
Sta63,Sta133,28
Sta133,Sta63,28
Sta42,Sta6,28
Sta6,Sta42,28
Sta144,Sta93,28
Sta93,Sta144,28
Sta88,Sta125,28
Sta125,Sta88,28
Sta108,Sta114,28
Sta114,Sta108,28
Sta127,Sta161,28
Sta161,Sta127,28
Sta55,Sta10,28
Sta10,Sta55,28
Sta100,Sta92,28
Sta92,Sta100,28
Sta82,Sta160,28
Sta160,Sta82,28
Sta132,Sta135,28
Sta135,Sta132,28
Sta129,Sta100,28
Sta100,Sta129,28
Sta40,Sta101,28
Sta101,Sta40,28
Sta4,Sta8,28
Sta8,Sta4,28
Sta122,Sta118,28
Sta118,Sta122,28
Sta135,Sta1,28
Sta1,Sta135,28
Sta89,Sta167,28
Sta167,Sta89,28
Sta51,Sta151,28
Sta151,Sta51,28
Sta150,Sta30,28
Sta30,Sta150,28
Sta82,Sta17,28
Sta17,Sta82,28
Sta91,Sta126,28
Sta126,Sta91,28
Sta72,Sta60,28
Sta60,Sta72,28
Sta9,Sta15,28
Sta15,Sta9,28
Sta53,Sta46,28
Sta46,Sta53,28
Sta83,Sta86,28
Sta86,Sta83,28
Sta77,Sta26,28
Sta26,Sta77,28
Sta39,Sta147,28
Sta147,Sta39,28
Sta158,Sta86,28
Sta86,Sta158,28
Sta76,Sta18,28
Sta18,Sta76,28
Sta82,Sta31,28
Sta31,Sta82,28
Sta154,Sta9,28
Sta9,Sta154,28
Sta14,Sta30,28
Sta30,Sta14,28
Sta40,Sta62,28
